4,1601.526475541018,19.69472917161293,1.9689871788040796
8,1157.4353989827425,38.60905080889993,3.8295174512340986
12,1200.3861656327522,57.68360921261126,5.619230446858493
16,1418.4359423506255,76.57861501911172,7.611888301162749
20,1361.8091202779267,95.09066254125472,9.292634257297971
24,1526.09998926925,114.56697185370825,11.125278067585011
28,1511.7071369813696,132.0913903814961,13.077146280477564
32,1426.8783388418344,152.06830790455402,14.766293675384954
36,1015.0373636378628,168.12455753720243,16.42398088097594
40,1538.7165881001667,187.81304107075255,18.471974394343775
60,1448.4036893803875,275.7887800675843,27.229021410301353
80,1507.9969021048707,360.34614568981954,36.160605486746775
100,1569.7368511846264,447.9413302398982,44.27818397334064
120,1342.95300322849,520.977869928824,51.65121914256909
140,1572.7841759370529,560.2825129004237,57.80470889261569
160,1503.9635768413057,625.0754447429281,66.27493150746147
180,1416.822162045664,698.4475028838124,72.15118654926877
200,1203.7550222891723,791.442441238517,77.85276874584525
220,1543.56505505987,878.8739588747625,84.4353028603442
240,1252.1285509776073,917.6318013992934,89.53430499837177
280,1463.599422099465,1040.3941735932335,92.01115277802016
320,1497.5162557150336,950.7936931990527,116.34593381761638
360,1252.5560914150815,845.5068693149565,113.98597053707478
400,1171.954544735169,792.0166649689044,121.09132212164971
